CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,IsZeroBalance,AgeGroup,CreditTier,CustomerValue,AgeProduct,ActivityScore,LogBalanceSalaryRatio,HighBalance,CLV
480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,0,Adult,subprime,135081.27000000002,3.8066624897703196,0,3.1645718191983807,1,1296085.7000000002
578,France,Male,30,4,169462.09,1,1,0,112187.11,0,0,Adult,subprime,281649.2,3.4339872044851463,0,0.41245812900194956,1,677848.36
512,France,Male,40,5,0.0,2,1,1,146457.83,0,1,Adult,subprime,146457.83,4.394449154672439,2,-11.89449964405386,0,0.0
484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,0,Adult,subprime,161154.31,3.58351893845611,1,1.5904492154908159,1,937077.47
510,France,Female,30,0,0.0,2,1,1,130553.47,0,1,Adult,subprime,130553.47,4.110873864173311,2,-11.779545813295991,0,0.0
606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,0,Adult,near prime,369831.37,4.290459441148391,0,0.06019440453249025,1,952397.4
597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,0,Adult,subprime,196767.24,3.713572066704308,1,0.07340823700550736,1,815944.96
754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,0,Senior,prime,169689.66,4.02535169073515,0,2.995564042968427,1,484826.43
850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,0,Senior,superprime,141793.71000000002,3.828641396489095,1,1.8370089206441893,1,244622.42
510,France,Male,65,2,0.0,2,1,1,48071.61,0,1,Elderly,subprime,48071.61,4.875197323201151,2,-10.78046785523264,0,0.0
778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,0,Senior,prime,336681.69,4.51085950651685,0,-0.07357906287365346,1,162150.42
636,France,Male,42,2,0.0,2,1,1,55470.78,0,1,Adult,near prime,55470.78,4.442651256490317,2,-10.923629701952128,0,0.0
804,France,Female,50,4,0.0,1,1,1,8546.87,1,1,Senior,superprime,8546.87,3.9318256327243257,1,-9.053437408087547,0,0.0
514,France,Male,32,8,0.0,2,1,0,95857.18,0,1,Adult,subprime,95857.18,4.174387269895637,0,-11.470625086512104,0,0.0
730,France,Female,39,1,99010.67,1,1,0,194945.8,0,0,Adult,prime,293956.47,3.6888794541139363,0,-0.6774889788533294,1,99010.67
525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,1,Adult,subprime,131521.72,3.6375861597263857,1,-11.786934891341359,0,0.0
616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,1,Adult,near prime,196108.51,4.110873864173311,2,-12.186428506674037,0,0.0
687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,0,Adult,prime,259952.94,4.23410650459726,0,-0.2879974931986524,1,779717.26
715,France,Female,41,8,56214.85,2,0,0,92982.61,1,0,Adult,prime,149197.46,4.418840607796598,0,-0.5032244954557861,0,449718.8
512,France,Female,36,3,84327.77,2,1,0,17675.36,0,0,Adult,subprime,102003.13,4.290459441148391,0,1.5624949342635635,0,252983.31
479,France,Male,40,1,0.0,2,0,0,114996.43,0,1,Adult,subprime,114996.43,4.394449154672439,0,-11.652665059269584,0,0.0
